path,video type,file name,encoder,plays,enc_t0,enc_t1,play_t0,play_t1,duration,bitrate,resolution,fps,tbr,tbn,tbc,size0,size_enc
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-2eb0.mkv,hevc,1,2020-09-15 16:01:10.001542,2020-09-15 16:01:29.212654,2020-09-15 16:01:34.217753,2020-09-15 16:01:58.329263,00:00:20.02,745763,1920x1080,29.97,29.97,1000k,1000k,1822532K,25249K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-2eb0.mkv,vp8,1,2020-09-15 16:02:03.479034,2020-09-15 16:02:25.348921,2020-09-15 16:02:30.354065,2020-09-15 16:02:54.349328,00:00:20.02,745763,1920x1080,29.97,29.97,1000k,1000k,1822532K,1634K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-2eb0.mkv,vp9,1,2020-09-15 16:02:59.515913,2020-09-15 16:06:08.659894,2020-09-15 16:06:13.665043,2020-09-15 16:06:38.055711,00:00:20.02,745763,1920x1080,29.97,29.97,1000k,1000k,1822532K,55517K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-632e.mkv,libx264,1,2020-09-15 16:06:43.261598,2020-09-15 16:06:55.205327,2020-09-15 16:07:00.209586,2020-09-15 16:07:24.853448,00:00:20.02,745763,1920x1080,29.97,29.97,1000k,1000k,1822532K,30798K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-632e.mkv,hevc,1,2020-09-15 16:07:30.014513,2020-09-15 16:07:54.792928,2020-09-15 16:07:59.798095,2020-09-15 16:08:23.884007,00:00:20.02,745763,1920x1080,29.97,29.97,1000k,1000k,1822532K,28693K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-632e.mkv,vp8,1,2020-09-15 16:08:29.041720,2020-09-15 16:08:51.445496,2020-09-15 16:08:56.450655,2020-09-15 16:09:20.573355,00:00:20.02,745763,1920x1080,29.97,29.97,1000k,1000k,1822532K,3850K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-632e.mkv,vp9,1,2020-09-15 16:09:25.737121,2020-09-15 16:11:55.429940,2020-09-15 16:12:00.435087,2020-09-15 16:12:24.517928,00:00:20.02,745763,1920x1080,29.97,29.97,1000k,1000k,1822532K,51038K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-5be1.mkv,libx264,1,2020-09-15 16:12:29.717605,2020-09-15 16:12:39.083430,2020-09-15 16:12:44.085582,2020-09-15 16:13:08.362906,00:00:20.00,622090,1920x1080,25,25,1000k,1000k,1518777K,8040K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-5be1.mkv,hevc,1,2020-09-15 16:13:13.549628,2020-09-15 16:13:25.682303,2020-09-15 16:13:30.685600,2020-09-15 16:13:54.737446,00:00:20.00,622090,1920x1080,25,25,1000k,1000k,1518777K,9323K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-5be1.mkv,vp8,1,2020-09-15 16:13:59.888401,2020-09-15 16:14:17.348005,2020-09-15 16:14:22.353150,2020-09-15 16:14:46.361685,00:00:20.00,622090,1920x1080,25,25,1000k,1000k,1518777K,1374K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-5be1.mkv,vp9,1,2020-09-15 16:14:51.510778,2020-09-15 16:15:55.118474,2020-09-15 16:16:00.123617,2020-09-15 16:16:24.208847,00:00:20.00,622090,1920x1080,25,25,1000k,1000k,1518777K,17945K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-3672.mkv,libx264,1,2020-09-15 16:16:29.437601,2020-09-15 16:16:31.136581,2020-09-15 16:16:36.141589,2020-09-15 16:17:00.286503,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,3886K
/media/data/hanwu/video_clips1/original_videos/NewsClip/480P/,NewsClip,NewsClip_480P-3672.mkv,hevc,1,2020-09-15 16:17:05.445614,2020-09-15 16:17:15.316895,2020-09-15 16:17:20.321600,2020-09-15 16:17:44.332855,00:00:20.00,92170,640x480,25,25,1000k,1000k,225027K,4253K
